SMILES,caco2_log10
[H]c1c([H])c(Cl)c([H])c(C#Cc2c([H])c(Cl)c([H])c([H])c2OC([H])([H])C(=O)[O-])c1[H],-4.73518
[H]ON(C([H])=O)C1(C([H])([H])S(=O)(=O)[N+]2([H])C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])c3c(C([H])([H])[H])noc3C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],-5.08092
[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])C(=O)N2C(C(=O)OC([H])([H])OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C(SC3([H])C([H])([H])N(C4=[N+]([H])C([H])([H])C([H])([H])S4)C3([H])[H])[C@]([H])(C([H])([H])[H])[C@@]21[H],-4.39577
[H]c1c([H])c(-n2c3nc(=O)n([H])c(=O)c-3c([H])c3c([H])c([H])c(C#N)c([H])c32)c([H])c(S(=O)(=O)N([H])[H])c1[H],-6.60206
[H]ON([H])C(=O)[C@@]1([H])C([H])([H])OC([H])([H])C([H])([H])[C@@]1([H])N([H])C(=O)c1c([H])c([H])c(C([H])([H])n2c(C(F)(F)F)nc3c([H])c([H])c([H])c([H])c32)c([H])c1[H],-6.1549
[H]O[C@]12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])[C@@]([H])(N([H])C(=O)N1c4c([H])c([H])c([H])c([H])c4N(c4nc([H])c(N5C([H])([H])C([H])([H])N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C5([H])[H])c([H])c4[H])C([H])([H])C1([H])[H])C([H])(C3([H])[H])C2([H])[H],-5.46852
[H]c1c([H])c([C@]([H])(C([H])([H])C(=O)[O-])[N+]([H])(C([H])([H])c2c([H])c([H])c(OC([H])([H])C([H])([H])[N+]3([H])C(=O)C([H])([H])C([H])([H])C3=O)c(OC([H])([H])[H])c2[H])C([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c(F)c1Cl,-7.69897
[H]c1c(Cl)sc(S(=O)(=O)[N-]C(=O)[N+]2([H])C([H])([H])C([H])([H])N(c3nc(C(F)(F)F)c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c3C#N)C([H])([H])C2([H])C([H])([H])C([H])([H])C(=O)[O-])c1[H],-6.72125
[H]OC([H])([H])[C@]([H])(N([H])c1nc(S[C@]([H])(c2nc([H])c([H])c(Cl)c2[H])C([H])([H])[H])nc2nc(N([H])[H])sc12)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-6.0
[H]N([H])C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-],-6.07007
[H]c1nc(C(=O)N([H])[C@]([H])(C(=O)N([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(-c2c([H])c([H])c([H])c([H])c2[H])[n-]1,-6.07572
[H]c1c([H])c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c3c(c2[H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C(=O)N3[H])c(Cl)c1[H],-5.19382
[H]c1nc(S(=O)(=O)N(C([H])([H])C2([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])C2([H])C([H])([H])c3c([H])c(C#N)c([H])c([H])c3N(C([H])([H])c3c([H])nc([H])n3C([H])([H])[H])C2([H])[H])c([H])c([H])c1[H],-5.58503
[H]O[C@@]1(C([H])([H])C([H])([H])C([H])([H])N([N-]C(=O)[C@@]([H])(N([H])C(=O)OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c(Br)c([H])c2[H])C(=O)N([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C([H])([H])/C([H])=C(/[H])C([H])([H])c2c([H])c([H])c(c([H])c2[H])C1([H])[H],-5.0
[H]c1c([H])c2c(c([H])c1F)C(=O)c1nc3c([H])c([H])c([H])c([H])c3c(=O)n1-2,-3.17653
[H]c1nc(C([H])([H])n2c([H])nc3c(Cl)nc(N([H])[H])nc32)c(C([H])([H])[H])c(OC([H])([H])[H])c1C([H])([H])[H],-4.69897
[H]c1c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c([H])c2c1N([H])C(c1c([O-])c(N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])nn(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1=O)=[N+]([H])S2(=O)=O,-6.92082
[H]/C1=C(\[H])[C@]2([H])C([H])([H])[C@@]2(C(=O)[N-]S(=O)(=O)C2([H])C([H])([H])C2([H])[H])N([H])C(=O)[C@]2([H])C([H])([H])[C@@]([H])(Oc3c([H])c(OC([H])([H])C([H])([H])[H])nc4c(C([H])([H])[H])c(OC([H])([H])[H])c([H])c([H])c34)C([H])([H])[N+]2([H])C(=O)[C@]([H])(N([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-5.37675
[H]c1c([H])c(N2C(=O)OC([H])(C([H])([H])N([H])[H])C2([H])[H])c([H])c([H])c1C(=O)C([H])([H])[H],-4.85078
[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)N(C([H])([H])[H])C([H])([H])[H],-4.08092
[H]c1nc2oc3c(-c4nc([H])c(N([H])C([H])([H])[H])c([H])c4[H])nc(=O)n(C([H])([H])C([H])([H])C4([H])OC([H])([H])C([H])([H])C4([H])[H])c3c2c([H])c1-c1c([H])nn(C([H])([H])[H])c1[H],-7.0
[H]c1c([H])c(-c2nc(N([H])[H])[n-]c(=O)c2C#N)c([H])c(OC(F)(F)F)c1OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-6.39794
[H]c1nc(-n2nc3c(c2[O-])-c2c([H])c([H])c([H])c([H])c2C([H])([H])C3([H])[H])c([H])c([H])c1[H],-5.05061
[H]c1nc(C(=O)N([H])c2c([H])c([H])c(F)c([C@@]3(C([H])([H])[H])N([H])C(=[N+]([H])[H])N(C([H])([H])[H])S(=O)(=O)C3([H])[H])c2[H])c([H])c([H])c1C(F)(F)F,-5.05061
[H]/C(=C(/[H])c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1C([H])([H])N([H])C(=O)C([H])([H])c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c([O-])c([H])c1[H],-6.70997
[H]O[C@]1([H])C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])[C@@]1([H])n1nnc(-c2c([H])nc(-n3nc([H])c4c([H])c(C#N)c([H])nc43)c([H])c2[N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],-5.82391
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C(=O)C(c2c([H])c(F)c([H])c(F)c2[H])(C([H])([H])[H])Oc2c([H])c([H])c(-c3c(N([H])[H])nc(N([H])[H])nc3C([H])([H])C([H])([H])[H])c([H])c21,-4.97469
[H]c1nc2c(c([H])nn2-c2nc([H])c(-c3onc([C@]4([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C4([H])[H])c3[H])c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1C#N,-4.82974
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])c1nnn(-c2c([H])nc(-n3nc([H])c4c([H])c(C#N)c([H])nc43)c([H])c2N([H])C2([H])C([H])([H])OC([H])([H])C2([H])F)c1[H],-5.82391
[H]c1c([H])c([O-])c([H])c([C@@]2([H])OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C2([H])[H])c1[H],-4.42022
[H]ON([H])C(=O)C([H])([H])C1(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])c3c([H])c(C([H])([H])[H])nc4c([H])c([H])c([H])c([H])c34)c([H])c2[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],-5.61979
[H]c1nc2c(c([H])nn2-c2nc([H])c(-c3onc([C@@]4([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)C([H])([H])[H])C4([H])[H])c3[H])c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1C#N,-4.51999
[H]Oc1c(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])c2c3nc(OC([H])([H])[H])c([H])c([H])c3nc3c([H])c(Cl)c([H])c([H])c23)c([H])c1C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-5.18977
[H][N-]S(=O)(=O)c1c([H])c([H])c(-n2nnc(C([H])([H])SC3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])c2[H])c([H])c1[H],-6.4908
[H]ON([H])C(=O)[C@@]1([H])C([H])([H])[C@@]2(OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])[C@@]1([H])N([H])C(=O)c1c([H])c([H])c(C([H])([H])n2c(C(F)(C([H])([H])[H])C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c32)c([H])c1[H],-5.61979
[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])[C@@]([H])(C(=O)N([H])[H])N([H])C(=O)C([H])(N([H])C(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])n2[H],-5.39903
[H]c1nc(C(=O)N([H])c2c([H])c([H])c(F)c([C@@]3(C([H])([H])[H])N([H])C(=[N+]([H])[H])N(C([H])([H])[H])S(=O)(=O)C3([H])[H])c2[H])c([H])c([H])c1C([H])([H])[H],-4.82102
[H]c1nc(N2C([H])([H])C([H])([H])N(c3c([H])c([H])c([H])c([H])c3OC([H])([H])[H])C([H])([H])C2([H])[H])c2c([H])nn(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2n1,-4.81531
[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c(C([H])([H])C([H])([N-]S(=O)(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])C2([H])[H])c1[H],-7.09151
[H]c1c([H])c(F)c(C([H])([H])[C@]([H])(C([H])([H])[H])[N+]([H])([H])c2c([H])c([H])n([H])c(=O)c2-c2nc3c([H])c4c(c([H])c3[n-]2)C(=O)N(C([H])([H])[H])C4=O)c([H])c1F,-6.69897
[H]OC([H])([H])C(=O)N([H])c1c([H])c([H])c2nc([H])n(C([H])([H])c3c([H])c([H])c(Cl)c(C(F)(F)F)c3[H])c(=O)c2c1[H],-4.37263
[H]c1c([H])c2c(c([H])c1OC(F)(F)F)C(=O)c1nc3c([H])c([H])c([H])c([H])c3c(=O)n1-2,-3.65758
[H]c1nc(C([H])([H])[H])c([H])c(Oc2c([H])c([H])c([H])c([H])c2Oc2c([H])c([H])c([H])c([H])c2[H])c1C([H])([H])[N+]([H])([H])C([H])([H])[H],-4.83863
[H]c1c(I)c(OC([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(I)c([H])c1C(=O)c1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])oc2c([H])c([H])c([H])c([H])c12,-4.15989
[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])N([H])C(=O)C2(N([H])C(=O)c3sc4c([H])c([H])c([H])c([H])c4c3Cl)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],-4.82102
[H]c1c(N([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[N+]2([H])c2c([H])c([H])c(Cl)c([H])c2[H])noc1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-4.61979
[H]c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])c2c([H])c([H])c3c([H])c([H])c(N([H])[H])nc3c2[H])c1[H],-4.77211
[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1C([H])([H])C([H])([H])[N+]([H])(C(=O)c1c([H])c([H])c3c([H])c([H])c([H])c([H])c3c1[H])C2([H])[H],-4.48945
[H]c1nc(Oc2c([H])c([H])c3c(c2[H])c(=O)nc([H])n3C([H])([H])c2c([H])c([H])c(F)c([H])c2F)c(C(F)(F)F)c(OC([H])([H])[H])c1[H],-4.95861
[H]c1c([H])c(N2C(=O)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(F)c1-c1c([H])c([H])c2c(C(=O)N([H])[H])nn(-c3c([H])c([H])c4onc(N([H])[H])c4c3[H])c2c1F,-5.51713
[H]c1c(OC([H])([H])[H])c([H])c(C([H])([H])[H])c(S(=O)(=O)[N+]([H])(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c1C([H])([H])[H],-4.86646
[H]C1=C(c2c([O-])c3c([H])c([H])c([H])n3n(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2=O)N([H])c2c([H])c([H])c([N-]S(=O)(=O)C([H])([H])[H])c([H])c2S1(=O)=O,-7.56864
[H]c1c(C2=NOC([H])(c3c([H])c([H])c(N4C(=O)C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c(F)c3[H])C2([H])[H])oc([N+](=O)[O-])c1[H],-4.56864
[H]/C(=C1\C(=O)[N+]([H])(c2c([H])c([H])c(Oc3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])C(=O)N1[H])c1c([H])c([H])c(C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],-5.22185
[H]c1nc2c(c([H])nn2-c2nc([H])c(-n3nnc(C([H])([H])C([H])([H])C(OC(=O)C4([H])C([H])([H])C4([H])[H])(C([H])([H])[H])C([H])([H])[H])c3[H])c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1C#N,-4.60555
[H]Oc1c([H])c(C(=O)OC([H])([H])[H])c([H])c(O[H])c1[O-],-5.39041
[H]O[C@]([H])(c1c([H])c([H])nc2c([H])c([H])c(OC([H])([H])[H])c([H])c12)[C@@]1([H])N2C([H])([H])C([H])([H])C([H])(C1([H])[H])[C@@]([H])(C([H])=C([H])[H])C2([H])[H],-5.49757
[H]c1nc([C@]([H])(N([H])C(=O)C2(N([H])C(=O)C(F)(F)F)C([H])([H])C2([H])[H])C([H])([H])[H])c(F)c([H])c1-c1c([H])c(Cl)c([H])c(Cl)c1C(=O)OC([H])([H])[H],-4.5376
[H]C([H])([H])OC1=NOC2(C1([H])[H])C1([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C1([H])[H])C2([H])[H],-4.89963
[H]Oc1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C(=O)N([H])[H])[N+]([H])([H])[H])c([H])c1[H],-7.35655
[H]Oc1c([H])c([H])c([C@@]([H])(O[H])[C@@]([H])(N([H])C([H])([H])C([H])([H])Oc2c([H])c([H])c(-c3c([H])c([H])c(C(=O)[O-])c([H])c3C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H],-5.39794
[H]C(C(=O)O[C@]1([H])C([H])([H])c2c(c([H])c3oc(=O)c([H])c([H])c3c2[H])OC1(C([H])([H])[H])C([H])([H])[H])=C(C([H])([H])[H])C([H])([H])[H],-4.92082
[H]c1c([H])c(C(=O)[N+]2([H])C([H])([H])c3nnc(C(F)(F)F)n3C([H])([H])[C@@]2([H])C([H])([H])[H])c([H])c(C(F)(F)c2n[n-]c(=O)c3c([H])c([H])c([H])c([H])c23)c1[H],-5.10237
[H]c1c(C(=O)N([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])nnc(N2C([H])([H])C([H])([H])[N+]([H])(C(=O)c3c([H])c([H])c([H])c([H])c3C(F)(F)F)C([H])([H])C2([H])[H])c1[H],-4.60206
[H]c1nn2c(N3C([H])([H])C([H])(Oc4c([H])c([H])c([H])c(F)c4[H])C3([H])[H])c3c(nc2c1[H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H],-5.10237
[H]OC1([H])C([H])([H])C([H])([H])N(C(=O)[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])([N+]([H])([H])c3nc([H])c([H])c(-n4c([H])c([H])c5c(N6C([H])([H])C([H])([H])C([H])(S(=O)(=O)C([H])([H])[H])C([H])([H])C6([H])[H])c([H])c([H])c([H])c54)n3)C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],-6.39794
[H]c1c([H])c([N-]S(=O)(=O)c2c([H])c(Cl)c3c(c2[H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C(=O)N3[H])c(F)c([H])c1F,-4.45593
[H]c1c([H])c([H])c(C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c(-c2c([H])c([H])c(N3C(=O)c4c(c(C(F)(F)F)nn4-c4c([H])c([H])c([H])c([H])c4S(=O)(=O)N([H])[H])C([H])([H])C3([H])[H])c([H])c2[H])c1[H],-5.23657
[H]c1nc(Cl)nc(C(F)(F)F)c1C(=O)N([H])c1c([H])c(C(F)(F)F)c([H])c(C(F)(F)F)c1[H],-5.95861
[H]C([H])([H])C([H])([H])[C@]1([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])(C32[H])[C@]2([H])[C@]([H])(C([H])([H])[H])C(=O)O[C@]12[H],-4.92082
[H]N(C(=O)[C@@]([H])(N([H])S(=O)(=O)[N-][C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H],-6.22185
[H]c1c(F)c(F)c([H])c(C([H])([H])[C@@]([H])(N([H])[H])C([H])([H])C(=O)[N+]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])c2noc(C3(C(F)(F)F)C([H])([H])C3([H])[H])n2)c1F,-4.63827
[H]c1c(N([H])C(=O)C([H])([H])[H])nc(-n2nc(C([H])([H])[H])c([H])c2C([H])([H])[H])nc1[N+]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])OC([H])([H])[H],-4.1549
[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1c(=O)n([C@@]([H])(C(=O)[N+]1([H])C([H])([H])C([H])(C#N)C1([H])[H])C([H])([H])C([H])([H])[H])c1c2c([H])nc2c1c([H])c([H])n2[H],-7.0
[H]c1c([H])c(Cl)c2c(c1[H])[N+]([H])(C(=O)C([H])([H])c1nc(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])sc1C(=O)[O-])C([H])(C([H])([H])[H])C2([H])[H],-6.04576
[H]c1c([H])c([H])c2c(c1[H])Sc1c([H])c([H])c(C(=O)[O-])c([H])c1N2C([H])([H])C1([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])C([H])([H])N(c2c([H])c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],-6.22185
[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N([H])C(=O)c2nc(-c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])no2)[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],-5.74232
[H]N1C(=O)[C@@]([H])(C([H])([H])[H])N(C([H])([H])[H])C(=O)[C@@]([H])(C([H])([H])[H])[N+]([H])(C([H])([H])[H])C(=O)[C@]([H])(C([H])([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])[H])[N+]([H])(C([H])([H])[H])C(=O)[C@@]([H])(C([H])([H])[H])N([H])C(=O)[C@]1([H])C([H])([H])[H],-5.82102
[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1c(=O)n(C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])c1c2c([H])nc2c1c([H])c([H])n2[H],-5.5376
[H]c1c([H])c(Cl)c(C(=O)N([H])[C@]([H])(C(=O)OC([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c(-c3c(C(F)(F)F)c([H])c(C([H])([H])[H])n(C([H])([H])[H])c3=O)c([H])c2[H])c(Cl)c1[H],-5.20066
[H]c1nc([H])c2c(c1[H])C(=O)C(Cl)=C(N([H])c1c([H])c([H])c([H])c(F)c1[H])C2=O,-6.20761
[H]c1c([H])c([C@]2([H])c3c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c3[C@]([H])(c3c([H])c([H])c4c(c3[H])OC([H])([H])O4)[C@@]2([H])C(=O)[O-])c(OC([H])([H])C(=O)[O-])c([H])c1OC([H])([H])[H],-5.00877
[H]c1c([H])c([H])c([C@]([H])(N([H])C(=O)C([H])([H])[C@]2([H])n3c([H])c(-c4c([H])c([H])c([H])c(F)c4[H])c([H])c3C(=O)N([H])C2([H])[H])C([H])([H])N([H])[H])c([H])c1[H],-6.22185
[H]c1c([H])c(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1C(=O)N1C([H])([H])C([H])([H])N(C2([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],-3.96658
[H]O[S+](C([H])([H])[H])C([H])([H])c1c([H])c([H])c(C(=O)N([H])c2c(C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])nc([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c12,-4.63827
[H]c1nc2c([H])n1C([H])([H])C(=O)[N+]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)[N+]([H])(C([H])([H])[H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C2([H])[H],-5.89963
[H]c1nn(C([H])([H])[H])c(N([H])c2nc([H])c(C([H])([H])[H])c(-c3c([H])c4n(c3[H])C([H])([H])[C@@]([H])(C([H])([H])[H])N(C([H])([H])c3nc(C([H])([H])[H])c([H])c([H])c3[H])C4=O)n2)c1[H],-4.284
[H]c1c([H])c(C([H])(C(=O)[N-]S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2OC([H])([H])[H])c2c([H])n(C([H])([H])[H])c3c([H])c(C([H])([H])OC([H])([H])[H])c([H])c([H])c23)c([H])c2c1OC([H])([H])O2,-5.30016
[H]O[C@]([H])(C([H])([H])Oc1c([H])c([O-])c([H])c([H])c1C(=O)N1C([H])([H])C([H])([H])[C@]([H])(OC([H])([H])[H])C1([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C2(Oc3c([H])c([H])c(Cl)c([H])c3C2([H])[H])C([H])([H])C1([H])[H],-5.40894
[H]c1nc(N([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c(OC([H])([H])[H])c2[H])c([H])c(-c2c([H])c([H])c([H])c(C([H])([H])C#N)c2[H])c1[H],-4.68825
[H]c1nc2nnn(C([H])([H])c3c([H])c([H])c4nc([H])c([H])c([H])c4c3[H])c2nc1C([H])([H])[H],-4.451
[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(Oc2c(-c3c([H])c([H])c([O-])c([O-])c3[H])oc3c([H])c([O-])c([H])c([O-])c3c2=O)[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],-6.27003
[H]c1c([H])c([H])c(C([H])([H])S(=O)(=O)[N-]C(=O)C2([H])C([H])([H])C([H])([H])N(c3nc(C([H])([H])C([H])([H])C([H])([H])[H])c(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])c([H])c3C#N)C([H])([H])C2([H])[H])c([H])c1[H],-5.92082
[H]c1nn(C([H])([H])[H])c([H])c1-c1nc2c(oc3c(-c4c([H])nn(C([H])([H])[H])c4[H])nc(=O)n([C@@]4([H])C([H])([H])C([H])([H])O[C@@]([H])(C([H])([H])C([H])([H])[H])C4([H])[H])c32)c([H])c1[H],-4.69897
[H]c1nc([H])n(C([H])([H])[H])c1C([H])([H])N(c1c([H])c([H])c(C#N)c([H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])S(=O)(=O)c1nc([H])n(C([H])([H])[H])c1[H],-5.82391
[H]O[C@@]1([H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(O[C@@]2([H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(O[C@]3([H])/C(C([H])([H])[H])=C(/[H])C([H])([H])[C@@]4([H])O[C@]5(O[C@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C5([H])[H])C([H])([H])[C@@]([H])(OC(=O)[C@]5([H])C([H])=C(C([H])([H])[H])[C@@]([H])(O[H])[C@@]6([H])OC([H])([H])/C(=C([H])/C([H])=C(/[H])[C@]3([H])C([H])([H])[H])[C@@]56O[H])C4([H])[H])C([H])([H])[C@]2([H])OC([H])([H])[H])C([H])([H])[C@]1([H])OC([H])([H])[H],-6.09691
[H]c1c([H])c(C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C(=O)c2nc(Cl)c(N([H])[H])nc2N([H])[H])c([H])c([H])c1OC([H])([H])[H],-6.03152
[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])[H])N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],-5.76447
[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2O[H])c([H])c1[H],-5.14813
[H]C([H])=C([H])[C@]1([H])C([H])([H])[C@@]1(c1nnc(-c2c([H])c([H])c([H])c([H])c2[H])o1)N([H])C(=O)[C@@]1([H])N(C(=O)[C@@]([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]([H])(Oc2c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])nc3c([H])c(OC([H])([H])[H])c([H])c([H])c23)C1([H])[H],-6.39794
